ANO,PAIS,IDIOMA.DEL.ESTANDARIZADO.COMPLETO,GRUPO_EDITORIAL_COMPLETO,SUBCATEGORIA.DEWEY,CANTIDAD_REGISTROS
2013,ARGENTINA,SIN IDENTIFICAR,"LOPEZ WINNE, HERNAN",820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
2013,ARGENTINA,SIN IDENTIFICAR,"LOPEZ WINNE, HERNAN",890 - LITERATURAS DE OTRAS LENGUAS,1.0
2013,ARGENTINA,SIN IDENTIFICAR,LOSADA S.A.,810 - LITERATURA AMERICANA EN INGLÉS,7.0
2013,ARGENTINA,SIN IDENTIFICAR,LOSADA S.A.,820 - LITERATURA INGLESA E INGLESA ANTIGUA,10.0
2013,ARGENTINA,SIN IDENTIFICAR,LOSADA S.A.,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,4.0
2013,ARGENTINA,SIN IDENTIFICAR,LOSADA S.A.,840 - LITERATURA DE LAS LENGUAS ROMANCES,5.0
2013,ARGENTINA,SIN IDENTIFICAR,LOSADA S.A.,890 - LITERATURAS DE OTRAS LENGUAS,2.0
2013,ARGENTINA,SIN IDENTIFICAR,LZR EDICIONES S.R.L.,810 - LITERATURA AMERICANA EN INGLÉS,1.0
2013,ARGENTINA,SIN IDENTIFICAR,LZR EDICIONES S.R.L.,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",1.0
2013,ARGENTINA,SIN IDENTIFICAR,LZR EDICIONES S.R.L.,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2013,ARGENTINA,SIN IDENTIFICAR,"MARTINEZ, ROBERTO HUGO",890 - LITERATURAS DE OTRAS LENGUAS,1.0
2013,ARGENTINA,SIN IDENTIFICAR,MERTEHIKIAN LUCAS EDUARDO Y OTRO SH,810 - LITERATURA AMERICANA EN INGLÉS,1.0
2013,ARGENTINA,SIN IDENTIFICAR,MODELO PARA ARMAR S.R.L.,810 - LITERATURA AMERICANA EN INGLÉS,2.0
2013,ARGENTINA,SIN IDENTIFICAR,MUNICIPALIDAD DE ROSARIO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2.0
2013,ARGENTINA,SIN IDENTIFICAR,"PARISSI, RITA JULIA",860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2013,ARGENTINA,SIN IDENTIFICAR,"PAVIOLO, RAUL OSCAR",820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
2013,ARGENTINA,SIN IDENTIFICAR,"PELLEGRINI, MARIO LUIS",840 - LITERATURA DE LAS LENGUAS ROMANCES,3.0
2013,ARGENTINA,SIN IDENTIFICAR,PICTUS S.R.L.,810 - LITERATURA AMERICANA EN INGLÉS,1.0
2013,ARGENTINA,SIN IDENTIFICAR,PICTUS S.R.L.,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
2013,ARGENTINA,SIN IDENTIFICAR,PICTUS S.R.L.,840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
2013,ARGENTINA,SIN IDENTIFICAR,PLANETA DE AGOSTINI,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2013,ARGENTINA,SIN IDENTIFICAR,PRODUCCIONES PENIEL S.R.L.,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2013,ARGENTINA,SIN IDENTIFICAR,RANDOM HOUSE MONDADORI S.A.,810 - LITERATURA AMERICANA EN INGLÉS,6.0
2013,ARGENTINA,SIN IDENTIFICAR,RANDOM HOUSE MONDADORI S.A.,820 - LITERATURA INGLESA E INGLESA ANTIGUA,2.0
2013,ARGENTINA,SIN IDENTIFICAR,RANDOM HOUSE MONDADORI S.A.,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2.0
2013,ARGENTINA,SIN IDENTIFICAR,RANDOM HOUSE MONDADORI S.A.,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,3.0
2013,ARGENTINA,SIN IDENTIFICAR,RANDOM HOUSE MONDADORI S.A.,890 - LITERATURAS DE OTRAS LENGUAS,1.0
2013,ARGENTINA,SIN IDENTIFICAR,READER'S DIGEST ARGENTINA S.R.L.,810 - LITERATURA AMERICANA EN INGLÉS,1.0
2013,ARGENTINA,SIN IDENTIFICAR,RESPONSABLE MONOTRIBUTO,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2013,ARGENTINA,SIN IDENTIFICAR,"ROJAS, DELIA BEATRIZ",860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2013,ARGENTINA,SIN IDENTIFICAR,"SARACHU, JULIA",830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,1.0
2013,ARGENTINA,SIN IDENTIFICAR,"SARACHU, JULIA",860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2013,ARGENTINA,SIN IDENTIFICAR,SIN DATO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2013,ARGENTINA,SIN IDENTIFICAR,"SOFIA, MARIA ELENA",860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2013,ARGENTINA,SIN IDENTIFICAR,"TORRES, CARLOS",820 - LITERATURA INGLESA E INGLESA ANTIGUA,2.0
2013,ARGENTINA,SIN IDENTIFICAR,"TORRES, CARLOS",840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
2013,ARGENTINA,SIN IDENTIFICAR,"TORRES, CARLOS",860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2013,ARGENTINA,SIN IDENTIFICAR,TUSQUETS EDITORES,810 - LITERATURA AMERICANA EN INGLÉS,8.0
2013,ARGENTINA,SIN IDENTIFICAR,TUSQUETS EDITORES,820 - LITERATURA INGLESA E INGLESA ANTIGUA,10.0
2013,ARGENTINA,SIN IDENTIFICAR,TUSQUETS EDITORES,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,10.0
2013,ARGENTINA,SIN IDENTIFICAR,TUSQUETS EDITORES,840 - LITERATURA DE LAS LENGUAS ROMANCES,4.0
2013,ARGENTINA,SIN IDENTIFICAR,TUSQUETS EDITORES,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2.0
2013,ARGENTINA,SIN IDENTIFICAR,TUSQUETS EDITORES,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,3.0
2013,ARGENTINA,SIN IDENTIFICAR,TUSQUETS EDITORES,890 - LITERATURAS DE OTRAS LENGUAS,7.0
2013,ARGENTINA,SIN IDENTIFICAR,UNIVERSIDAD NACIONAL DE CORDOBA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,1.0
2013,ARGENTINA,SIN IDENTIFICAR,V & R EDITORAS S.A.,800 - LITERATURA Y RETÓRICA: GENERAL,14.0
2013,ARGENTINA,SIN IDENTIFICAR,V & R EDITORAS S.A.,810 - LITERATURA AMERICANA EN INGLÉS,21.0
2013,ARGENTINA,SIN IDENTIFICAR,V & R EDITORAS S.A.,820 - LITERATURA INGLESA E INGLESA ANTIGUA,25.0
2013,ARGENTINA,SIN IDENTIFICAR,V & R EDITORAS S.A.,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,14.0
2013,BOLIVIA,ESPAÑOL,MARTINEZ ACCHINI S.R.L. LIBROS,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
2013,BOLIVIA,ESPAÑOL,MARTINEZ ACCHINI S.R.L. LIBROS,840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
2013,BOLIVIA,ESPAÑOL,"NAVIA ALANEZ, CARLOS JORGE",800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2013,BRASIL,ALEMÁN,CALLIS EDITORA LTDA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2013,BRASIL,ALEMÁN,EDITORA MARTIN CLARET LTDA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,1.0
2013,BRASIL,ALEMÁN,RHJ LIVROS LTDA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2013,BRASIL,ALEMÁN,ROSENI MARIA FELICIANO KURANYI,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2.0
2013,BRASIL,ALEMÁN,SONIA OLIVEIRA CASTRO COELHO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2013,BRASIL,ALEMÁN,UNI DUNI EDITORA DE LIVROS LTDA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2.0
2013,BRASIL,ESPAÑOL,ASSOCIACAO PAULISTA DE ESPERANTO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2.0
2013,BRASIL,ESPAÑOL,AUTENTICA EDITORA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2013,BRASIL,ESPAÑOL,CENTRO DIFUSOR DE CULTURA LTDA,890 - LITERATURAS DE OTRAS LENGUAS,14.0
2013,BRASIL,ESPAÑOL,CIRANDA CULTURAL,080 - COLECCIONES GENERALES,8.0
2013,BRASIL,ESPAÑOL,COSAC & NAIFY EDICOES LTDA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2013,BRASIL,ESPAÑOL,EDITORA BAOBA LTDA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,3.0
2013,BRASIL,ESPAÑOL,EDITORA E LIVRARIA BIANCOVILLI & M. COSTA LTDA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2013,BRASIL,ESPAÑOL,EDITORA FUNDAMENTO EDUCACIONAL LTDA,080 - COLECCIONES GENERALES,3.0
2013,BRASIL,ESPAÑOL,EDITORA SCHOBA LTDA-ME,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2.0
2013,BRASIL,ESPAÑOL,ENSINAMENTO EDITORA LTDA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,4.0
2013,BRASIL,ESPAÑOL,ESCRITORIO DE EDUCACAO DA EMBAIXADA DA ESPANHA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2013,BRASIL,ESPAÑOL,GERACAO EDITORIAL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2013,BRASIL,ESPAÑOL,IZABEL BATISTA MASCARENHAS DE SOUZA ME,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2.0
2013,BRASIL,ESPAÑOL,LEDUR SERVICOS EDITORIAS LTDA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2013,BRASIL,ESPAÑOL,MILFOLHAS PRODUCAO EDITORIAL LTDA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,4.0
2013,BRASIL,ESPAÑOL,ORGANO GRAMA PRODUCAO EDITORIAL E CULTURAL LTDA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2013,BRASIL,ESPAÑOL,RHJ LIVROS LTDA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,4.0
2013,BRASIL,ESPAÑOL,UNIVERSIDADE ESTADUAL DE CAMPINAS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2013,BRASIL,ESPAÑOL,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2013,BRASIL,ESPERANTO,TEREZINHA BARROS DA SILVA MOUTINHO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2013,BRASIL,INGLÉS,AAATCHIM! EDITORIAL LTDA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,13.0
2013,BRASIL,INGLÉS,ALVARO JOSE LORETO FILHO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2013,BRASIL,INGLÉS,ANDRE FELIPE GOMES FERNANDES - 39309065893,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2013,BRASIL,INGLÉS,AUTENTICA EDITORA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2013,BRASIL,INGLÉS,CALLIS EDITORA LTDA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,3.0
2013,BRASIL,INGLÉS,CARLOS HENRIQUE DE SOUZA GOMES,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2013,BRASIL,INGLÉS,CARLOS ROBERTO LOPES DE SOUZA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2.0
2013,BRASIL,INGLÉS,CARRION & CARRACEDO LTDA,080 - COLECCIONES GENERALES,3.0
2013,BRASIL,INGLÉS,CENTRO DIFUSOR DE CULTURA LTDA,890 - LITERATURAS DE OTRAS LENGUAS,7.0
2013,BRASIL,INGLÉS,CLAUSIO CAVALCANTE CEDRAZ-ME,890 - LITERATURAS DE OTRAS LENGUAS,1.0
2013,BRASIL,INGLÉS,COMUNICOM COMUNICACAO E MARKETING LTDA - EPP,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2013,BRASIL,INGLÉS,D A PRODUCOES ARTISTICAS LTDA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2013,BRASIL,INGLÉS,EAGLEMOSS DO BRASIL PUBLICACOES E DISTRIBUICAO LTDA,080 - COLECCIONES GENERALES,1.0
2013,BRASIL,INGLÉS,EDITORA BAOBA LTDA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,4.0
2013,BRASIL,INGLÉS,EDITORA CACHOEIRO CULT LTDA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2013,BRASIL,INGLÉS,EDITORA DUBOLSINHO LTDA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,24.0
2013,BRASIL,INGLÉS,EDITORA E LIVRARIA BIANCOVILLI & M. COSTA LTDA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2013,BRASIL,INGLÉS,EDITORA ESTRONHO LTDA - ME,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2013,BRASIL,INGLÉS,EDITORA FUNDAMENTO EDUCACIONAL LTDA,080 - COLECCIONES GENERALES,20.0
2013,BRASIL,INGLÉS,EDITORA MODERNA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2013,BRASIL,INGLÉS,EDITORA RIDEEL,890 - LITERATURAS DE OTRAS LENGUAS,1.0
2013,BRASIL,INGLÉS,ENSINAMENTO EDITORA LTDA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,8.0
2013,BRASIL,INGLÉS,F G M LUZ-ME,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2013,BRASIL,INGLÉS,"GENIAL PRODUTORA CULTURAL, INOVACOES E EDITORA LTDA.-ME",860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2013,BRASIL,INGLÉS,"GENIAL PRODUTORA CULTURAL, INOVACOES E EDITORA LTDA.-ME",890 - LITERATURAS DE OTRAS LENGUAS,1.0
2013,BRASIL,INGLÉS,GRAFICA E EDITORA ALVORADA LTDA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2013,BRASIL,INGLÉS,GRUPO OXIGENIO LTDA-ME,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2013,BRASIL,INGLÉS,GUSTAVO PINHEIRO HOMSI,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2013,BRASIL,INGLÉS,IZABEL BATISTA MASCARENHAS DE SOUZA ME,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2013,BRASIL,INGLÉS,IZIS NEGREIROS DE SOUZA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2.0
2013,BRASIL,INGLÉS,J F EDITORA LTDA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2013,BRASIL,INGLÉS,JUSSARA SANTANA DE OLIVEIRA MOURA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2.0
2013,BRASIL,INGLÉS,KBR DIGITAL EDITORA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,4.0
2013,BRASIL,INGLÉS,KOMEDI EDITORA E COMERCIO LTDA-ME,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2013,BRASIL,INGLÉS,LACRUCE EDITORES - COMERCIO E EDICAO DE LIVROS LTDA-ME,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2013,BRASIL,INGLÉS,MILFOLHAS PRODUCAO EDITORIAL LTDA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,4.0
2013,BRASIL,INGLÉS,PAULO ROBERTO PIVATO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2.0
2013,BRASIL,INGLÉS,RHJ LIVROS LTDA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,6.0
2013,BRASIL,INGLÉS,SAIDA DE EMERGENCIA BRASIL EDITORA LTDA,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2013,BRASIL,INGLÉS,SCORTECCI EDITORA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2013,BRASIL,INGLÉS,SILVINO CESAR SILVEIRA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2013,BRASIL,INGLÉS,SIMONE SAUERESSIG,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2013,BRASIL,INGLÉS,SURAIA MARTINS DA SILVEIRA TRABULSI,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2013,BRASIL,INGLÉS,SURAIA MARTINS DA SILVEIRA TRABULSI ME,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2013,BRASIL,INGLÉS,THESAURUS EDITORA DE BRASILIA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2.0
2013,BRASIL,INGLÉS,UNI DUNI EDITORA DE LIVROS LTDA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2013,BRASIL,ITALIANO,CALLIS EDITORA LTDA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,4.0
2013,BRASIL,ITALIANO,COSAC & NAIFY EDICOES LTDA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",1.0
2013,BRASIL,ITALIANO,EDITORA BAOBA LTDA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2013,BRASIL,ITALIANO,EDITORA E LIVRARIA BIANCOVILLI & M. COSTA LTDA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2013,BRASIL,ITALIANO,RHJ LIVROS LTDA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2013,BRASIL,ITALIANO,TANIA LUCIA BORGES DE BARROS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2013,BRASIL,JAPONÉS,CURADO E ASSOCIADOS COMUNICACAO S/S LTDA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2013,BRASIL,MULTILINGÜE,CCS GRAFICA E EDITORA COMERCIO E REPRESENTACAO LTDA-EPP,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2013,BRASIL,MULTILINGÜE,EDITORA LANDMARK LTDA,840 - LITERATURA DE LAS LENGUAS ROMANCES,6.0
2013,BRASIL,MULTILINGÜE,GRAFICA E EDITORA IMPRECE - IMPRESSORA DO CEARA LTDA - ME,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2013,BRASIL,MULTILINGÜE,GRUPO SM,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2013,BRASIL,PORTUGUÉS,2AB EDITORIAL LTDA,890 - LITERATURAS DE OTRAS LENGUAS,2.0
2013,BRASIL,PORTUGUÉS,A VERDADE COMERCIO DE MATERIAL BIBLICO LTDA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
2013,BRASIL,PORTUGUÉS,AAATCHIM! EDITORIAL LTDA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2.0
2013,BRASIL,PORTUGUÉS,ABRIL EDUCACAO S. A.,840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
2013,BRASIL,PORTUGUÉS,ABRIL EDUCACAO S. A.,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2013,BRASIL,PORTUGUÉS,"AGEAC - ASSOCIACAO GNOSTICA DE ESTUDOS ANTROPOLOGICOS, CULTURAIS E CIENTIFICOS",080 - COLECCIONES GENERALES,2.0
2013,BRASIL,PORTUGUÉS,ALAUDE EDITORIAL LTDA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,5.0
2013,BRASIL,PORTUGUÉS,ALAUDE EDITORIAL LTDA,890 - LITERATURAS DE OTRAS LENGUAS,4.0
2013,BRASIL,PORTUGUÉS,ALI CELESTINO COMUNICACAO E MARKETING LTDA,840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
2013,BRASIL,PORTUGUÉS,ALL BOOKS LIVRARIA E EDITORA-EPP,800 - LITERATURA Y RETÓRICA: GENERAL,5.0
2013,BRASIL,PORTUGUÉS,AMGH EDITORA LTDA,800 - LITERATURA Y RETÓRICA: GENERAL,2.0
2013,BRASIL,PORTUGUÉS,ANTIGA E MISTICA ORDEM ROSAE CRUCIS - AMORC GRANDE,890 - LITERATURAS DE OTRAS LENGUAS,4.0
2013,BRASIL,PORTUGUÉS,ARQUIPELAGO EDITORIAL LTDA,890 - LITERATURAS DE OTRAS LENGUAS,1.0
2013,BRASIL,PORTUGUÉS,ARTE ENSAIO EDITORA LTDA,890 - LITERATURAS DE OTRAS LENGUAS,3.0
2013,BRASIL,PORTUGUÉS,ARTE PUBLICACOES E GRAVACOES LTDA. ME,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2013,BRASIL,PORTUGUÉS,ASSOCIACAO RELIGIOSA EDITORIAL MUNDO CRISTAO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,89.0
2013,BRASIL,PORTUGUÉS,ATELIE EDITORIAL LTDA-ME,820 - LITERATURA INGLESA E INGLESA ANTIGUA,2.0
2013,BRASIL,PORTUGUÉS,ATELIE EDITORIAL LTDA-ME,840 - LITERATURA DE LAS LENGUAS ROMANCES,10.0
2013,BRASIL,PORTUGUÉS,ATELIE EDITORIAL LTDA-ME,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",3.0
2013,BRASIL,PORTUGUÉS,ATELIE EDITORIAL LTDA-ME,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,1.0
2013,BRASIL,PORTUGUÉS,AXIS MUNDI EDITORA LTDA,810 - LITERATURA AMERICANA EN INGLÉS,3.0
2013,BRASIL,PORTUGUÉS,BAMBOO EDITORIAL LTDA,840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
2013,BRASIL,PORTUGUÉS,BERLENDIS & VERTECCHIA EDITORES LTDA,840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
2013,BRASIL,PORTUGUÉS,BERLENDIS & VERTECCHIA EDITORES LTDA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",1.0
2013,BRASIL,PORTUGUÉS,BERLENDIS & VERTECCHIA EDITORES LTDA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
2013,BRASIL,PORTUGUÉS,BERLENDIS & VERTECCHIA EDITORES LTDA,890 - LITERATURAS DE OTRAS LENGUAS,4.0
2013,BRASIL,PORTUGUÉS,BLU EDITORA LTDA-ME,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,3.0
2013,BRASIL,PORTUGUÉS,CALLIS EDITORA LTDA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,16.0
2013,BRASIL,PORTUGUÉS,CALLIS EDITORA LTDA,890 - LITERATURAS DE OTRAS LENGUAS,2.0
2013,BRASIL,PORTUGUÉS,CARLOS RAFAEL LONGO DE SOUZA - ME,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,1.0
2013,BRASIL,PORTUGUÉS,CARLOS RAFAEL LONGO DE SOUZA - ME,890 - LITERATURAS DE OTRAS LENGUAS,1.0
2013,BRASIL,PORTUGUÉS,CASA DA PALAVRA PRODUCAO EDITORIAL LTDA - ME,810 - LITERATURA AMERICANA EN INGLÉS,7.0
2013,BRASIL,PORTUGUÉS,CASA DA PALAVRA PRODUCAO EDITORIAL LTDA - ME,820 - LITERATURA INGLESA E INGLESA ANTIGUA,7.0
2013,BRASIL,PORTUGUÉS,CASA DA PALAVRA PRODUCAO EDITORIAL LTDA - ME,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,1.0
2013,BRASIL,PORTUGUÉS,CASA DA PALAVRA PRODUCAO EDITORIAL LTDA - ME,890 - LITERATURAS DE OTRAS LENGUAS,2.0
2013,BRASIL,PORTUGUÉS,CEDET - CENTRO DE DESENVOLVIMENTO PROFISSIONAL E TECNOLOGICO LTDA.,820 - LITERATURA INGLESA E INGLESA ANTIGUA,3.0
2013,BRASIL,PORTUGUÉS,CENGAGE LEARNING,080 - COLECCIONES GENERALES,4.0
2013,BRASIL,PORTUGUÉS,CENTRO DIFUSOR DE CULTURA LTDA,890 - LITERATURAS DE OTRAS LENGUAS,116.0
2013,BRASIL,PORTUGUÉS,CIRANDA CULTURAL,080 - COLECCIONES GENERALES,404.0
2013,BRASIL,PORTUGUÉS,CLAUSIO CAVALCANTE CEDRAZ-ME,890 - LITERATURAS DE OTRAS LENGUAS,2.0
2013,BRASIL,PORTUGUÉS,COGITO EDITORA & COMUNICACAO LTDA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2.0
2013,BRASIL,PORTUGUÉS,COMBOIO DO CORDA EDITORA LTDA,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
2013,BRASIL,PORTUGUÉS,COMBOIO DO CORDA EDITORA LTDA,890 - LITERATURAS DE OTRAS LENGUAS,9.0
2013,BRASIL,PORTUGUÉS,COMPANHIA MELHORAMENTOS DE SAO PAULO,800 - LITERATURA Y RETÓRICA: GENERAL,9.0
2013,BRASIL,PORTUGUÉS,COMPANHIA MELHORAMENTOS DE SAO PAULO,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
2013,BRASIL,PORTUGUÉS,COMPANHIA MELHORAMENTOS DE SAO PAULO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,30.0
2013,BRASIL,PORTUGUÉS,CONSULTOR ASSESSORIA DE PLANEJAMENTO LTDA,810 - LITERATURA AMERICANA EN INGLÉS,4.0
2013,BRASIL,PORTUGUÉS,COSAC & NAIFY EDICOES LTDA,810 - LITERATURA AMERICANA EN INGLÉS,6.0
2013,BRASIL,PORTUGUÉS,COSAC & NAIFY EDICOES LTDA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,27.0
2013,BRASIL,PORTUGUÉS,COSAC & NAIFY EDICOES LTDA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,7.0
2013,BRASIL,PORTUGUÉS,COSAC & NAIFY EDICOES LTDA,840 - LITERATURA DE LAS LENGUAS ROMANCES,14.0
2013,BRASIL,PORTUGUÉS,COSAC & NAIFY EDICOES LTDA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",4.0
2013,BRASIL,PORTUGUÉS,COSAC & NAIFY EDICOES LTDA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,55.0
2013,BRASIL,PORTUGUÉS,COSAC & NAIFY EDICOES LTDA,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,1.0
2013,BRASIL,PORTUGUÉS,COSAC & NAIFY EDICOES LTDA,890 - LITERATURAS DE OTRAS LENGUAS,32.0
2013,BRASIL,PORTUGUÉS,DARKSIDE ENTRETENIMENTO LTDA. - ME,810 - LITERATURA AMERICANA EN INGLÉS,9.0
2013,BRASIL,PORTUGUÉS,DARKSIDE ENTRETENIMENTO LTDA. - ME,820 - LITERATURA INGLESA E INGLESA ANTIGUA,2.0
