ANO,PAIS,SUBCATEGORIA.DEWEY,GRUPO_EDITORIAL_COMPLETO,CANTIDAD_REGISTROS
2021,MÉXICO,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,EDITORIAL LECTORUM,1.0
2021,MÉXICO,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,EDITORIAL SEXTO PISO,1.0
2021,MÉXICO,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,FONDO DE CULTURA ECONOMICA MEXICO,5.0
2021,MÉXICO,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,FUNDACION HEINRICH BOLL E. V.,2.0
2021,MÉXICO,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,GRUPO EDITORIAL PATRIA,4.0
2021,MÉXICO,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,GRUPO PLANETA,12.0
2021,MÉXICO,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,INSTITUTO ZACATECANO DE CULTURA,1.0
2021,MÉXICO,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,LA CIFRA EDITORIAL,2.0
2021,MÉXICO,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,LIBROS DE SAWADE,1.0
2021,MÉXICO,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,LZR EDICIONES,1.0
2021,MÉXICO,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,ORBILIBRO EDICIONES,1.0
2021,MÉXICO,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,TABERNA LIBRARIA EDITORES,1.0
2021,MÉXICO,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,UNIVERSIDAD AUTONOMA METROPOLITANA,3.0
2021,MÉXICO,840 - LITERATURA DE LAS LENGUAS ROMANCES,AGENCIA PROMOTORA DE PUBLICACIONES,8.0
2021,MÉXICO,840 - LITERATURA DE LAS LENGUAS ROMANCES,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,1.0
2021,MÉXICO,840 - LITERATURA DE LAS LENGUAS ROMANCES,CANTA MARES CASA EDITORIAL,3.0
2021,MÉXICO,840 - LITERATURA DE LAS LENGUAS ROMANCES,DISTRIBUCIONES CIFUENTES,2.0
2021,MÉXICO,840 - LITERATURA DE LAS LENGUAS ROMANCES,EDITORES MEXICANOS UNIDOS,13.0
2021,MÉXICO,840 - LITERATURA DE LAS LENGUAS ROMANCES,EDITORIAL LECTORUM,1.0
2021,MÉXICO,840 - LITERATURA DE LAS LENGUAS ROMANCES,EDITORIAL OCEANO,2.0
2021,MÉXICO,840 - LITERATURA DE LAS LENGUAS ROMANCES,EDITORIAL PORRUA,4.0
2021,MÉXICO,840 - LITERATURA DE LAS LENGUAS ROMANCES,FONDO DE CULTURA ECONOMICA MEXICO,6.0
2021,MÉXICO,840 - LITERATURA DE LAS LENGUAS ROMANCES,GRUPO EDITORIAL PATRIA,9.0
2021,MÉXICO,840 - LITERATURA DE LAS LENGUAS ROMANCES,GRUPO PLANETA,19.0
2021,MÉXICO,840 - LITERATURA DE LAS LENGUAS ROMANCES,INSTITUTO ZACATECANO DE CULTURA,1.0
2021,MÉXICO,840 - LITERATURA DE LAS LENGUAS ROMANCES,"MACMILLAN ADMINISTRACION CORPORATIVA, S.A. DE C.V",1.0
2021,MÉXICO,840 - LITERATURA DE LAS LENGUAS ROMANCES,MENDEZ CORTES EDITORES,1.0
2021,MÉXICO,840 - LITERATURA DE LAS LENGUAS ROMANCES,"PERLA EDICIONES, S.A. DE C.V.",3.0
2021,MÉXICO,840 - LITERATURA DE LAS LENGUAS ROMANCES,TABERNA LIBRARIA EDITORES,1.0
2021,MÉXICO,840 - LITERATURA DE LAS LENGUAS ROMANCES,TEXTOFILIA,1.0
2021,MÉXICO,840 - LITERATURA DE LAS LENGUAS ROMANCES,TOTAL BOOK,3.0
2021,MÉXICO,840 - LITERATURA DE LAS LENGUAS ROMANCES,UNIVERSIDAD AUTONOMA DE LA CIUDAD DE MEXICO,1.0
2021,MÉXICO,840 - LITERATURA DE LAS LENGUAS ROMANCES,UNIVERSIDAD AUTONOMA DE NUEVO LEON,2.0
2021,MÉXICO,840 - LITERATURA DE LAS LENGUAS ROMANCES,UNIVERSIDAD VERACRUZANA,3.0
2021,MÉXICO,840 - LITERATURA DE LAS LENGUAS ROMANCES,XPRESION Y ALGO MAS,1.0
2021,MÉXICO,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",AQUELARRE EDICIONES,1.0
2021,MÉXICO,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",ASCENCIO GOMEZ ESTEBAN,1.0
2021,MÉXICO,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",DIRECCION GENERAL DE MATERIALES EDUCATIVOS,1.0
2021,MÉXICO,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",DISTRIBUCIONES CIFUENTES,1.0
2021,MÉXICO,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",EDITORES MEXICANOS UNIDOS,6.0
2021,MÉXICO,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",FONDO DE CULTURA ECONOMICA MEXICO,8.0
2021,MÉXICO,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",GRUPO PLANETA,4.0
2021,MÉXICO,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",LEETRA FINAL,1.0
2021,MÉXICO,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",PERILLI MARCO,1.0
2021,MÉXICO,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",TERRITORIO POETICO,1.0
2021,MÉXICO,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",UNIVERSIDAD AUTONOMA DE NUEVO LEON,1.0
2021,MÉXICO,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,1.0
2021,MÉXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,17 CONSULTORIA,2.0
2021,MÉXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ALMADIA EDICIONES,3.0
2021,MÉXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,AQUELARRE EDICIONES,1.0
2021,MÉXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,"ARIZA AZPIROZ, HECTOR FERNANDO",1.0
2021,MÉXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ARMENTA MALPICA LUIS,2.0
2021,MÉXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,"BACA ESPINOZA, HECTOR USHIYAMA",2.0
2021,MÉXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,"BUENO AVILES, LAURA GUILLERMINA",1.0
2021,MÉXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CASA ALDO MANUZIO,1.0
2021,MÉXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,DE GIOVANNINI SALDIVAR JUAN JOSE,1.0
2021,MÉXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,DIAZ Y RUBIO MARIA MARGARITA,1.0
2021,MÉXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORES MEXICANOS UNIDOS,3.0
2021,MÉXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORIAL PAGINA SEIS,2.0
2021,MÉXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,"EDITORIAL RESISTENCIA, S.A. DE C.V.",1.0
2021,MÉXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EL ERRANTE EDITOR,1.0
2021,MÉXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,FONDO DE CULTURA ECONOMICA MEXICO,20.0
2021,MÉXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GRUPO PLANETA,12.0
2021,MÉXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,MUSEO ICONOGRAFICO DEL QUIJOTE,1.0
2021,MÉXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ORBILIBRO EDICIONES,1.0
2021,MÉXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PUERTABIERTA EDITORES,1.0
2021,MÉXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,"RAMIREZ DELGADO, ANDRES",1.0
2021,MÉXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,SECRETARIA DE CULTURA DEL ESTADO DE MEXICO,1.0
2021,MÉXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,SECRETARIA DE CULTURA FEDERAL,6.0
2021,MÉXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TERRITORIO POETICO,3.0
2021,MÉXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TEXTOFILIA,2.0
2021,MÉXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TOMO BOOKS MX. S. DE R. L. DE C. V.,3.0
2021,MÉXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TRABAJOS MANUALES ESCOLARES,6.0
2021,MÉXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TREVIZO LOYA EDGAR NOE,1.0
2021,MÉXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,UNIVERSIDAD AUTONOMA DE NUEVO LEON,2.0
2021,MÉXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,UNIVERSIDAD DE GUADALAJARA,1.0
2021,MÉXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,2.0
2021,MÉXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,VILLALOBOS LOPEZ VLADIMIR,1.0
2021,MÉXICO,870 - LITERATURAS LATINAS E ITALIANAS,EDITORES MEXICANOS UNIDOS,1.0
2021,MÉXICO,870 - LITERATURAS LATINAS E ITALIANAS,EDITORIAL LECTORUM,1.0
2021,MÉXICO,870 - LITERATURAS LATINAS E ITALIANAS,EL EQUILIBRISTA OTRA VEZ,1.0
2021,MÉXICO,870 - LITERATURAS LATINAS E ITALIANAS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,1.0
2021,MÉXICO,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,EDITORES MEXICANOS UNIDOS,2.0
2021,MÉXICO,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,FONDO DE CULTURA ECONOMICA MEXICO,6.0
2021,MÉXICO,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,ORBILIBRO EDICIONES,2.0
2021,MÉXICO,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,"ORENDAIN CALDERA,JORGE ANTONIO",1.0
2021,MÉXICO,890 - LITERATURAS DE OTRAS LENGUAS,AGENCIA PROMOTORA DE PUBLICACIONES,1.0
2021,MÉXICO,890 - LITERATURAS DE OTRAS LENGUAS,AQUELARRE EDICIONES,1.0
2021,MÉXICO,890 - LITERATURAS DE OTRAS LENGUAS,DEL ANGEL MUNOZ VARINIA,1.0
2021,MÉXICO,890 - LITERATURAS DE OTRAS LENGUAS,DIRECCION GENERAL DE MATERIALES EDUCATIVOS,1.0
2021,MÉXICO,890 - LITERATURAS DE OTRAS LENGUAS,EDICIONES LA MAQUINA ROJA,1.0
2021,MÉXICO,890 - LITERATURAS DE OTRAS LENGUAS,EDICIONES URANO,62.0
2021,MÉXICO,890 - LITERATURAS DE OTRAS LENGUAS,EDITORES MEXICANOS UNIDOS,8.0
2021,MÉXICO,890 - LITERATURAS DE OTRAS LENGUAS,EDITORIAL LECTORUM,3.0
2021,MÉXICO,890 - LITERATURAS DE OTRAS LENGUAS,EDITORIAL OCEANO,2.0
2021,MÉXICO,890 - LITERATURAS DE OTRAS LENGUAS,EDITORIAL PORRUA,2.0
2021,MÉXICO,890 - LITERATURAS DE OTRAS LENGUAS,EDITORIAL Y SERVICIOS EDITORIALES PARAISO PERDIDO,1.0
2021,MÉXICO,890 - LITERATURAS DE OTRAS LENGUAS,EL COLEGIO DE JALISCO,1.0
2021,MÉXICO,890 - LITERATURAS DE OTRAS LENGUAS,EL COLEGIO DE MEXICO,2.0
2021,MÉXICO,890 - LITERATURAS DE OTRAS LENGUAS,FONDO DE CULTURA ECONOMICA MEXICO,2.0
2021,MÉXICO,890 - LITERATURAS DE OTRAS LENGUAS,GRUPO EDITORIAL PATRIA,10.0
2021,MÉXICO,890 - LITERATURAS DE OTRAS LENGUAS,GRUPO PLANETA,21.0
2021,MÉXICO,890 - LITERATURAS DE OTRAS LENGUAS,LZR EDICIONES,1.0
2021,MÉXICO,890 - LITERATURAS DE OTRAS LENGUAS,ORBILIBRO EDICIONES,1.0
2021,MÉXICO,890 - LITERATURAS DE OTRAS LENGUAS,"PERLA EDICIONES, S.A. DE C.V.",4.0
2021,MÉXICO,890 - LITERATURAS DE OTRAS LENGUAS,PRODUCCIONES SIN SENTIDO COMUN,2.0
2021,MÉXICO,890 - LITERATURAS DE OTRAS LENGUAS,SELECTOR,2.0
2021,MÉXICO,890 - LITERATURAS DE OTRAS LENGUAS,SIGLO XXI EDITORES,2.0
2021,MÉXICO,890 - LITERATURAS DE OTRAS LENGUAS,TERRITORIO POETICO,3.0
2021,MÉXICO,890 - LITERATURAS DE OTRAS LENGUAS,TREVIZO LOYA EDGAR NOE,2.0
2021,MÉXICO,890 - LITERATURAS DE OTRAS LENGUAS,UNIVERSIDAD AUTONOMA DE NUEVO LEON,2.0
2021,MÉXICO,890 - LITERATURAS DE OTRAS LENGUAS,UNIVERSIDAD AUTONOMA METROPOLITANA,1.0
2021,MÉXICO,890 - LITERATURAS DE OTRAS LENGUAS,UNIVERSIDAD VERACRUZANA,1.0
2021,PANAMÁ,080 - COLECCIONES GENERALES,LEXUS EDITORES,4.0
2021,PANAMÁ,800 - LITERATURA Y RETÓRICA: GENERAL,"BURILLO YOUNG, MICHELLE",1.0
2021,PANAMÁ,800 - LITERATURA Y RETÓRICA: GENERAL,LEXUS EDITORES,2.0
2021,PANAMÁ,800 - LITERATURA Y RETÓRICA: GENERAL,MINISTERIO DE EDUCACION,1.0
2021,PANAMÁ,800 - LITERATURA Y RETÓRICA: GENERAL,PANBOSISIO SA,1.0
2021,PANAMÁ,820 - LITERATURA INGLESA E INGLESA ANTIGUA,"ARROCHA GORDILLO, GABRIEL",2.0
2021,PANAMÁ,840 - LITERATURA DE LAS LENGUAS ROMANCES,SUMINISTROS ASAP S.A,1.0
2021,PANAMÁ,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,FORMACION UNIVERSAL Y GESTION ARTISTICA EDITORIAL,1.0
2021,PANAMÁ,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PIGGY PRESS,5.0
2021,PANAMÁ,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,"ROJAS RANGEL, EDGAR OMAR",1.0
2021,PANAMÁ,890 - LITERATURAS DE OTRAS LENGUAS,"ARROCHA GORDILLO, GABRIEL",1.0
2021,PARAGUAY,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORIAL ATLAS PY,2.0
2021,PARAGUAY,800 - LITERATURA Y RETÓRICA: GENERAL,"TRINIDAD SANABRIA, LINO",1.0
2021,PARAGUAY,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDITORIAL ATLAS PY,3.0
2021,PARAGUAY,820 - LITERATURA INGLESA E INGLESA ANTIGUA,GOYA,2.0
2021,PARAGUAY,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ARANDURA,1.0
2021,PARAGUAY,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDICIONES DE LA URA,1.0
2021,PARAGUAY,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORIAL VILLA RICA,1.0
2021,PARAGUAY,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,SERVILIBRO S.R.L.,2.0
2021,PERÚ,080 - COLECCIONES GENERALES,CARAL EDITORES E.I.R.L.,1.0
2021,PERÚ,800 - LITERATURA Y RETÓRICA: GENERAL,CANTERA EDITORES E.I.R.L.,2.0
2021,PERÚ,800 - LITERATURA Y RETÓRICA: GENERAL,CARAL EDITORES E.I.R.L.,1.0
2021,PERÚ,800 - LITERATURA Y RETÓRICA: GENERAL,CASATOMADA S.A.C.,1.0
2021,PERÚ,800 - LITERATURA Y RETÓRICA: GENERAL,CROC BLANC EDITORIAL S.A.C.,1.0
2021,PERÚ,800 - LITERATURA Y RETÓRICA: GENERAL,DISTRIBUIDORA GRAFICA S.A.,2.0
2021,PERÚ,800 - LITERATURA Y RETÓRICA: GENERAL,EDICIONES EL LECTOR S.R.L.,1.0
2021,PERÚ,800 - LITERATURA Y RETÓRICA: GENERAL,EDICIONES ROCINANTE E.I.R.L.,1.0
2021,PERÚ,800 - LITERATURA Y RETÓRICA: GENERAL,EDICIONES URANO,16.0
2021,PERÚ,800 - LITERATURA Y RETÓRICA: GENERAL,ENTIDAD PATAFISICA PARA LA PUBLICACION DE TEXTOS URGENTES Y EMERGENTES COLMENA EDITORES E.I.R.L.,1.0
2021,PERÚ,800 - LITERATURA Y RETÓRICA: GENERAL,GRUPO TEXTOS S.A.C.,1.0
2021,PERÚ,800 - LITERATURA Y RETÓRICA: GENERAL,INSTITUTO CULTURAL PERUANO NORTEAMERICANO,1.0
2021,PERÚ,800 - LITERATURA Y RETÓRICA: GENERAL,"LINARES VARGAS, DANIELA EVELYN",1.0
2021,PERÚ,800 - LITERATURA Y RETÓRICA: GENERAL,LLUVIA EDITORES DE ESTEBAN QUIROZ CISNEROS,1.0
2021,PERÚ,800 - LITERATURA Y RETÓRICA: GENERAL,MILOJAS S.A.C.,1.0
2021,PERÚ,800 - LITERATURA Y RETÓRICA: GENERAL,PAJARO DE FUEGO EDICIONES S.A.C.,1.0
2021,PERÚ,800 - LITERATURA Y RETÓRICA: GENERAL,PENGUIN RANDOM HOUSE,4.0
2021,PERÚ,800 - LITERATURA Y RETÓRICA: GENERAL,POLIFONIA EDITORA GIO S.A.C.,1.0
2021,PERÚ,820 - LITERATURA INGLESA E INGLESA ANTIGUA,ALASTOR S.A.C.,2.0
2021,PERÚ,820 - LITERATURA INGLESA E INGLESA ANTIGUA,CARAL EDITORES E.I.R.L.,1.0
2021,PERÚ,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EL CONDE PLEBEYO EDITORES E.I.R.L.,1.0
2021,PERÚ,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PENGUIN RANDOM HOUSE,1.0
2021,PERÚ,820 - LITERATURA INGLESA E INGLESA ANTIGUA,REVUELTA EDICIONES Y CONTENIDOS S.A.,1.0
2021,PERÚ,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,PENGUIN RANDOM HOUSE,1.0
2021,PERÚ,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,REVUELTA EDICIONES Y CONTENIDOS S.A.,1.0
2021,PERÚ,840 - LITERATURA DE LAS LENGUAS ROMANCES,ALIANZA FRANCESA DE LIMA,1.0
2021,PERÚ,840 - LITERATURA DE LAS LENGUAS ROMANCES,EDICIONES DODI E.I.R.L.,1.0
2021,PERÚ,840 - LITERATURA DE LAS LENGUAS ROMANCES,ENTIDAD PATAFISICA PARA LA PUBLICACION DE TEXTOS URGENTES Y EMERGENTES COLMENA EDITORES E.I.R.L.,1.0
2021,PERÚ,840 - LITERATURA DE LAS LENGUAS ROMANCES,GRUPO PAKARINA S.A.C.,1.0
2021,PERÚ,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",EM EDICIONES S.A.C.,1.0
2021,PERÚ,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",INSTITUTO CULTURAL PERUANO NORTEAMERICANO,1.0
2021,PERÚ,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA","NAVARRO ALADEJO, ALIVEL NOELIA",1.0
2021,PERÚ,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,DIRECCION DESCONCENTRADA DE CULTURA DE CUSCO,1.0
2021,PERÚ,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EL GATO DESCALZO DE GERMAN ATOCHE INTILI,1.0
2021,PERÚ,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GRUPO EDITORIAL CRONOS E.I.R.L.,1.0
2021,PERÚ,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GRUPO EMPRESARIAL AMOTAPE S.A.C.,3.0
2021,PERÚ,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,HERALDOS EDITORES S.A.C.,1.0
2021,PERÚ,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,INSTITUTO CULTURAL PERUANO NORTEAMERICANO,3.0
2021,PERÚ,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,MAGREB PRODUCCIONES S.A.C.,1.0
2021,PERÚ,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,MAQUINA PURISIMA EDITORES E.I.R.L.,1.0
2021,PERÚ,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,MIRAY KAPUY E.I.R.L,1.0
2021,PERÚ,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PENGUIN RANDOM HOUSE,1.0
2021,PERÚ,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PESOPLUMA S.A.C.,1.0
2021,PERÚ,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,VALLEJO & CO. DE MARIO PERA,1.0
2021,PERÚ,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,ALASTOR S.A.C.,1.0
2021,PERÚ,890 - LITERATURAS DE OTRAS LENGUAS,EL GATO DESCALZO DE GERMAN ATOCHE INTILI,1.0
2021,PERÚ,890 - LITERATURAS DE OTRAS LENGUAS,PENGUIN RANDOM HOUSE,2.0
2021,REPÚBLICA DOMINICANA,800 - LITERATURA Y RETÓRICA: GENERAL,AMIGO DEL HOGAR,1.0
2021,REPÚBLICA DOMINICANA,800 - LITERATURA Y RETÓRICA: GENERAL,BIEN-ETRE MEDIA,1.0
2021,REPÚBLICA DOMINICANA,800 - LITERATURA Y RETÓRICA: GENERAL,"DAMIRON, ANYA",1.0
2021,REPÚBLICA DOMINICANA,800 - LITERATURA Y RETÓRICA: GENERAL,"FUNDACION ARTECIA, INC",1.0
2021,REPÚBLICA DOMINICANA,800 - LITERATURA Y RETÓRICA: GENERAL,"LEON CRUZ, PATRICIO JESUS",1.0
2021,REPÚBLICA DOMINICANA,800 - LITERATURA Y RETÓRICA: GENERAL,MI MAR MARAVILLOSO EIRL,1.0
2021,REPÚBLICA DOMINICANA,800 - LITERATURA Y RETÓRICA: GENERAL,MORO STUDIO,1.0
2021,REPÚBLICA DOMINICANA,800 - LITERATURA Y RETÓRICA: GENERAL,"RUIZ PAULINO, ROSA MARIA",1.0
2021,REPÚBLICA DOMINICANA,800 - LITERATURA Y RETÓRICA: GENERAL,"SUAZO, ANGELA PATRICIA",1.0
2021,REPÚBLICA DOMINICANA,800 - LITERATURA Y RETÓRICA: GENERAL,"VERITE EDITORIAL GROUP SRL,",2.0
2021,REPÚBLICA DOMINICANA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,"CERDA, EMIL",1.0
2021,REPÚBLICA DOMINICANA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA","CERDA, EMIL",1.0
2021,REPÚBLICA DOMINICANA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORIAL ISLA NEGRA,1.0
2021,REPÚBLICA DOMINICANA,870 - LITERATURAS LATINAS E ITALIANAS,"JAVIER TAMAYO, JULISSA TAMAR",1.0
2021,URUGUAY,800 - LITERATURA Y RETÓRICA: GENERAL,ARQUETIPO GRUPO EDITORIAL,1.0
2021,URUGUAY,800 - LITERATURA Y RETÓRICA: GENERAL,EDICIONES URANO,10.0
2021,URUGUAY,800 - LITERATURA Y RETÓRICA: GENERAL,"FERRARI DIPACCE, ALEJANDRO",1.0
2021,URUGUAY,800 - LITERATURA Y RETÓRICA: GENERAL,LATINBOOKS INTERNATIONAL,35.0
2021,URUGUAY,820 - LITERATURA INGLESA E INGLESA ANTIGUA,BAEZ BERNA MARTIN AMADOR,1.0
2021,URUGUAY,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDICIONES URANO,1.0
2021,URUGUAY,820 - LITERATURA INGLESA E INGLESA ANTIGUA,SOLAZUL EDICIONES,1.0
2021,URUGUAY,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,BAEZ BERNA MARTIN AMADOR,1.0
2021,URUGUAY,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CASA EDITORIAL HUM - ESTUARIO,1.0
2021,URUGUAY,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDICIONES DE LA BANDA ORIENTAL,1.0
2021,URUGUAY,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,FLOR NEGRA EDICIONES,1.0
2021,URUGUAY,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,RUMBO EDITORIAL,1.0
2021,VENEZUELA,800 - LITERATURA Y RETÓRICA: GENERAL,BID & CO. EDITOR,1.0
2021,VENEZUELA,800 - LITERATURA Y RETÓRICA: GENERAL,"DUQUE RAMIREZ, MAIRA YADHIRA",1.0
2021,VENEZUELA,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORIAL LA HOJA DE LA CALLE,2.0
2021,VENEZUELA,840 - LITERATURA DE LAS LENGUAS ROMANCES,CENTRO EDITORIAL LA CASTALIA - EDICIONES PUERTA DEL SOL,1.0
2021,VENEZUELA,890 - LITERATURAS DE OTRAS LENGUAS,UNIVERSIDAD DE LOS ANDES,1.0
2022,BOLIVIA,800 - LITERATURA Y RETÓRICA: GENERAL,GRUPO EDITORIAL KIPUS,1.0
2022,BOLIVIA,800 - LITERATURA Y RETÓRICA: GENERAL,"VOCERI, ANTONIO",1.0
2022,BOLIVIA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,EDITORIAL EL CUERVO,1.0
2022,BOLIVIA,840 - LITERATURA DE LAS LENGUAS ROMANCES,"MURILLO DENCKER, JUAN",2.0
2022,CHILE,800 - LITERATURA Y RETÓRICA: GENERAL,ALQUIMIA EDICIONES,4.0
2022,CHILE,800 - LITERATURA Y RETÓRICA: GENERAL,CALIGRAFIX SPA,1.0
2022,CHILE,800 - LITERATURA Y RETÓRICA: GENERAL,CUADRO DE TIZA EDICIONES LIMITADA,2.0
2022,CHILE,800 - LITERATURA Y RETÓRICA: GENERAL,CUARTO PROPIO,2.0
2022,CHILE,800 - LITERATURA Y RETÓRICA: GENERAL,EDICIONES KINTULLANCA SPA,6.0
2022,CHILE,800 - LITERATURA Y RETÓRICA: GENERAL,EDICIONES LIBROS DEL CARDO EIRL,5.0
2022,CHILE,800 - LITERATURA Y RETÓRICA: GENERAL,EDICIONES LIEBRE LIMITADA,3.0
2022,CHILE,800 - LITERATURA Y RETÓRICA: GENERAL,EDICIONES PEZ ESPIRAL DANIEL ANDRES MADRID PASTENE EIRL,1.0
2022,CHILE,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORA Y PRODUCTORA PLANETA SOSTENIBLE JUAN FRANCISCO BASCUNAN MUNOZ E.I.R.L.,4.0
2022,CHILE,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORA ZIG-ZAG,8.0
2022,CHILE,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORIAL CONTRAPUNTO LTDA.,31.0
2022,CHILE,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORIAL HUEDERS LIMITADA,3.0
