REGION_BRASIL_LATAM,ANO,IDIOMA.DEL.ESTANDARIZADO.COMPLETO,IDIOMA.ESTANDARIZADO.COMPLETO,SUBCATEGORIA.DEWEY,GRUPO_EDITORIAL_COMPLETO,CANTIDAD_REGISTROS
RESTO DE LATAM,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,890 - LITERATURAS DE OTRAS LENGUAS,ADRIANA HIDALGO EDITORA,1.0
RESTO DE LATAM,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,890 - LITERATURAS DE OTRAS LENGUAS,ALCION EDITORA,1.0
RESTO DE LATAM,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,890 - LITERATURAS DE OTRAS LENGUAS,AUDISEA,1.0
RESTO DE LATAM,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,890 - LITERATURAS DE OTRAS LENGUAS,BLATT & RIOS,1.0
RESTO DE LATAM,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,890 - LITERATURAS DE OTRAS LENGUAS,DEDALUS,1.0
RESTO DE LATAM,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,890 - LITERATURAS DE OTRAS LENGUAS,DOBRA ROBOTA EDITORA,1.0
RESTO DE LATAM,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,890 - LITERATURAS DE OTRAS LENGUAS,EDICIONES B,1.0
RESTO DE LATAM,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,890 - LITERATURAS DE OTRAS LENGUAS,EGODOT ARGENTINA,1.0
RESTO DE LATAM,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,890 - LITERATURAS DE OTRAS LENGUAS,EKUMENE-COMENIUS CULTURAL CENTER,2.0
RESTO DE LATAM,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,890 - LITERATURAS DE OTRAS LENGUAS,GALERNA,1.0
RESTO DE LATAM,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,890 - LITERATURAS DE OTRAS LENGUAS,GRUPAL,1.0
RESTO DE LATAM,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,890 - LITERATURAS DE OTRAS LENGUAS,GRUPO PLANETA,3.0
RESTO DE LATAM,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,890 - LITERATURAS DE OTRAS LENGUAS,GRUPO SM,1.0
RESTO DE LATAM,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,890 - LITERATURAS DE OTRAS LENGUAS,INTERZONA EDITORA,1.0
RESTO DE LATAM,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,890 - LITERATURAS DE OTRAS LENGUAS,LIMONERO,1.0
RESTO DE LATAM,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,890 - LITERATURAS DE OTRAS LENGUAS,LOSADA,8.0
RESTO DE LATAM,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,890 - LITERATURAS DE OTRAS LENGUAS,PENGUIN RANDOM HOUSE,8.0
RESTO DE LATAM,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,890 - LITERATURAS DE OTRAS LENGUAS,RYR,1.0
RESTO DE LATAM,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,890 - LITERATURAS DE OTRAS LENGUAS,SIMULCOOP,1.0
RESTO DE LATAM,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,890 - LITERATURAS DE OTRAS LENGUAS,SUMA QAMANA,1.0
RESTO DE LATAM,2015,SIN IDENTIFICAR,SIN IDENTIFICAR,890 - LITERATURAS DE OTRAS LENGUAS,UNALUNA,3.0
RESTO DE LATAM,2016,CATALÁN,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,LOSADA,1.0
RESTO DE LATAM,2016,CHECO,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,LOSADA,2.0
RESTO DE LATAM,2016,CHECO,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,PENGUIN RANDOM HOUSE,1.0
RESTO DE LATAM,2016,CHINO,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,ADRIANA HIDALGO EDITORA,1.0
RESTO DE LATAM,2016,CHINO,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,PENGUIN RANDOM HOUSE,1.0
RESTO DE LATAM,2016,DANÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,LOSADA,1.0
RESTO DE LATAM,2016,DANÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,PICTUS,1.0
RESTO DE LATAM,2016,ELL,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,LA COMPANIA DE LOS LIBROS,1.0
RESTO DE LATAM,2016,ELL,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,LOSADA,3.0
RESTO DE LATAM,2016,ELL,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,PENGUIN RANDOM HOUSE,1.0
RESTO DE LATAM,2016,ELL,PORTUGUÉS,800 - LITERATURA Y RETÓRICA: GENERAL,BEEME,1.0
RESTO DE LATAM,2016,ELL,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,COLIHUE 950-563,1.0
RESTO DE LATAM,2016,ESL,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,DANIEL ROBERTO MECCA,1.0
RESTO DE LATAM,2016,ESL,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,MORENO CONDIS PRODUCCIONES,1.0
RESTO DE LATAM,2016,ESL,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,PENGUIN RANDOM HOUSE,8.0
RESTO DE LATAM,2016,ESL,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,V&R,2.0
RESTO DE LATAM,2016,ESL,INGLÉS,800 - LITERATURA Y RETÓRICA: GENERAL,PENGUIN RANDOM HOUSE,2.0
RESTO DE LATAM,2016,ESL,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,EL ATENEO,1.0
RESTO DE LATAM,2016,ESL,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,LENDNER EBOOKS,1.0
RESTO DE LATAM,2016,ESL,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,SHEILA DENISE GRASCHINSKY,1.0
RESTO DE LATAM,2016,EUS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,PENGUIN RANDOM HOUSE,1.0
RESTO DE LATAM,2016,FINLANDÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,DEL NUEVO EXTREMO,2.0
RESTO DE LATAM,2016,FRANCÉS,CATALÁN,800 - LITERATURA Y RETÓRICA: GENERAL,PILOTO DE TORMENTAS,1.0
RESTO DE LATAM,2016,FRANCÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,ADRIANA HIDALGO EDITORA,2.0
RESTO DE LATAM,2016,FRANCÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,AGEBE,1.0
RESTO DE LATAM,2016,FRANCÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,ALVAREZ CASTILLO EDITOR,1.0
RESTO DE LATAM,2016,FRANCÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,BABEL EDITORIAL,1.0
RESTO DE LATAM,2016,FRANCÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,CAPITAL INTELECTUAL,2.0
RESTO DE LATAM,2016,FRANCÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,COMO GOG Y MAGOG EDICIONES,1.0
RESTO DE LATAM,2016,FRANCÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,DEDALUS,1.0
RESTO DE LATAM,2016,FRANCÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,EDICIONES ABEND,1.0
RESTO DE LATAM,2016,FRANCÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,EDICIONES ASSISI,1.0
RESTO DE LATAM,2016,FRANCÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,EDICIONES B,1.0
RESTO DE LATAM,2016,FRANCÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,EGODOT ARGENTINA,2.0
RESTO DE LATAM,2016,FRANCÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,EL ATENEO,2.0
RESTO DE LATAM,2016,FRANCÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,EL CUENCO DE PLATA,4.0
RESTO DE LATAM,2016,FRANCÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,FERNANDA LUISA LORINA ARGUELLO TORRES,1.0
RESTO DE LATAM,2016,FRANCÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,FIORDO,1.0
RESTO DE LATAM,2016,FRANCÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,FONDO DE CULTURA ECONOMICA MEXICO,1.0
RESTO DE LATAM,2016,FRANCÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,GARGOLA,1.0
RESTO DE LATAM,2016,FRANCÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,GRADIFCO,1.0
RESTO DE LATAM,2016,FRANCÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,GRUPO PLANETA,2.0
RESTO DE LATAM,2016,FRANCÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,INTERZONA EDITORA,2.0
RESTO DE LATAM,2016,FRANCÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,LOSADA,3.0
RESTO DE LATAM,2016,FRANCÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,MAIMARA LIBROS,2.0
RESTO DE LATAM,2016,FRANCÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,MANSALVA,1.0
RESTO DE LATAM,2016,FRANCÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,MARDULCE,2.0
RESTO DE LATAM,2016,FRANCÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,PENGUIN RANDOM HOUSE,3.0
RESTO DE LATAM,2016,FRANCÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,R.P. CENTRO EDITOR DE CULTURA,1.0
RESTO DE LATAM,2016,FRANCÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,SIGMAR,1.0
RESTO DE LATAM,2016,FRANCÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,TERRAMAR,1.0
RESTO DE LATAM,2016,FRANCÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,UNALUNA,1.0
RESTO DE LATAM,2016,FRANCÉS,INGLÉS,800 - LITERATURA Y RETÓRICA: GENERAL,CAJA NEGRA,1.0
RESTO DE LATAM,2016,FRANCÉS,ITALIANO,800 - LITERATURA Y RETÓRICA: GENERAL,ETERNA CADENCIA,2.0
RESTO DE LATAM,2016,FRANCÉS,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,ADRIANA HIDALGO EDITORA,1.0
RESTO DE LATAM,2016,FRANCÉS,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,EDICIONES B,1.0
RESTO DE LATAM,2016,FRANCÉS,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,EL CUENCO DE PLATA,1.0
RESTO DE LATAM,2016,FRANCÉS,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,EL HILO DE ARIADNA,1.0
RESTO DE LATAM,2016,FRANCÉS,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCISCO JAVIER FERNANDEZ,1.0
RESTO DE LATAM,2016,FRANCÉS,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,KEREN BENOLIEL,3.0
RESTO DE LATAM,2016,FRANCÉS,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,MILENA CASEROLA,1.0
RESTO DE LATAM,2016,FRANCÉS,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,PENGUIN RANDOM HOUSE,3.0
RESTO DE LATAM,2016,FRANCÉS,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,TERRAMAR,1.0
RESTO DE LATAM,2016,HEBREO,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,LIBROS DEL ZORZAL,2.0
RESTO DE LATAM,2016,HUNGARO,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,LA BESTIA EQUILATERA,1.0
RESTO DE LATAM,2016,HUNGARO,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,PENGUIN RANDOM HOUSE,1.0
RESTO DE LATAM,2016,INGLÉS,ALEMÁN,800 - LITERATURA Y RETÓRICA: GENERAL,PENGUIN RANDOM HOUSE,1.0
RESTO DE LATAM,2016,INGLÉS,ALEMÁN,800 - LITERATURA Y RETÓRICA: GENERAL,V&R,1.0
RESTO DE LATAM,2016,INGLÉS,CATALÁN,800 - LITERATURA Y RETÓRICA: GENERAL,GRUPO PLANETA,1.0
RESTO DE LATAM,2016,INGLÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,!ACHIS!,2.0
RESTO DE LATAM,2016,INGLÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,AIQUE GRUPO EDITOR,1.0
RESTO DE LATAM,2016,INGLÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,ALCION EDITORA,1.0
RESTO DE LATAM,2016,INGLÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,BARCELBAIRES EDICIONES,3.0
RESTO DE LATAM,2016,INGLÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,BUENA VISTA EDITORES,1.0
RESTO DE LATAM,2016,INGLÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,BUENOS AIRES POETRY,1.0
RESTO DE LATAM,2016,INGLÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,CATAPULTA,3.0
RESTO DE LATAM,2016,INGLÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,CLARIDAD,3.0
RESTO DE LATAM,2016,INGLÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,COMUNIDAD PROYECTO DE VIDA,1.0
RESTO DE LATAM,2016,INGLÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,CORREGIDOR,3.0
RESTO DE LATAM,2016,INGLÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,DEL NUEVO EXTREMO,4.0
RESTO DE LATAM,2016,INGLÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,EDHASA,3.0
RESTO DE LATAM,2016,INGLÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,EDICIONES B,14.0
RESTO DE LATAM,2016,INGLÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,EGODOT ARGENTINA,2.0
RESTO DE LATAM,2016,INGLÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,EL ATENEO,3.0
RESTO DE LATAM,2016,INGLÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,EL HILO DE ARIADNA,2.0
RESTO DE LATAM,2016,INGLÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,ETERNA CADENCIA,3.0
RESTO DE LATAM,2016,INGLÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,EUDEM,1.0
RESTO DE LATAM,2016,INGLÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,FIORDO,1.0
RESTO DE LATAM,2016,INGLÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,GARGOLA,2.0
RESTO DE LATAM,2016,INGLÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,GRADIFCO,4.0
RESTO DE LATAM,2016,INGLÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,GRANICA,2.0
RESTO DE LATAM,2016,INGLÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,GRUPO PLANETA,28.0
RESTO DE LATAM,2016,INGLÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,GRUPO PRISA,2.0
RESTO DE LATAM,2016,INGLÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,GRUPO SM,3.0
RESTO DE LATAM,2016,INGLÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,HOLTZBRINCK,1.0
RESTO DE LATAM,2016,INGLÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,INTERZONA EDITORA,4.0
RESTO DE LATAM,2016,INGLÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,JAVIER VERGARA EDITOR,8.0
RESTO DE LATAM,2016,INGLÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,LA BESTIA EQUILATERA,8.0
RESTO DE LATAM,2016,INGLÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,LA COMPANIA DE LOS LIBROS,1.0
RESTO DE LATAM,2016,INGLÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,LA IDEA FIJA,1.0
RESTO DE LATAM,2016,INGLÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,LA MARIPOSA Y LA IGUANA,1.0
RESTO DE LATAM,2016,INGLÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,LOSADA,4.0
RESTO DE LATAM,2016,INGLÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,MAIMARA LIBROS,4.0
RESTO DE LATAM,2016,INGLÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,MARTINA JUNCADELLA,1.0
RESTO DE LATAM,2016,INGLÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,NUMERAL,1.0
RESTO DE LATAM,2016,INGLÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,PENGUIN RANDOM HOUSE,130.0
RESTO DE LATAM,2016,INGLÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,PROMETEO EDITORES,1.0
RESTO DE LATAM,2016,INGLÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,QUADRATA,1.0
RESTO DE LATAM,2016,INGLÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,R.P. CENTRO EDITOR DE CULTURA,1.0
RESTO DE LATAM,2016,INGLÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,RBA,3.0
RESTO DE LATAM,2016,INGLÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,RBA MOLINO,1.0
RESTO DE LATAM,2016,INGLÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,ROBERT JUVENAL DELGADO GONZALEZ,1.0
RESTO DE LATAM,2016,INGLÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,SIGILO,4.0
RESTO DE LATAM,2016,INGLÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,TERRAMAR,2.0
RESTO DE LATAM,2016,INGLÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,TOLEMIA,1.0
RESTO DE LATAM,2016,INGLÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,TRIANA,1.0
RESTO DE LATAM,2016,INGLÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,TRINIDAD INES GIACHINO,2.0
RESTO DE LATAM,2016,INGLÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,UNALUNA,1.0
RESTO DE LATAM,2016,INGLÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,UNIVERSIDAD NACIONAL DE GENERAL SARMIENTO,1.0
RESTO DE LATAM,2016,INGLÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,UNR EDITORA. EDITORIAL DE LA UNIVERSIDAD NACIONAL DE ROSARIO,1.0
RESTO DE LATAM,2016,INGLÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,UNSAMEDITA,5.0
RESTO DE LATAM,2016,INGLÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,UTOPIA EDITORIAL,2.0
RESTO DE LATAM,2016,INGLÉS,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,V&R,56.0
RESTO DE LATAM,2016,INGLÉS,FRANCÉS,800 - LITERATURA Y RETÓRICA: GENERAL,PENGUIN RANDOM HOUSE,1.0
RESTO DE LATAM,2016,INGLÉS,FRANCÉS,800 - LITERATURA Y RETÓRICA: GENERAL,RBA,1.0
RESTO DE LATAM,2016,INGLÉS,GALLEGO,800 - LITERATURA Y RETÓRICA: GENERAL,V&R,1.0
RESTO DE LATAM,2016,INGLÉS,ITALIANO,800 - LITERATURA Y RETÓRICA: GENERAL,!ACHIS!,2.0
RESTO DE LATAM,2016,INGLÉS,ITALIANO,800 - LITERATURA Y RETÓRICA: GENERAL,BUENOS AIRES POETRY,1.0
RESTO DE LATAM,2016,INGLÉS,ITALIANO,800 - LITERATURA Y RETÓRICA: GENERAL,NUMERAL,2.0
RESTO DE LATAM,2016,INGLÉS,ITALIANO,800 - LITERATURA Y RETÓRICA: GENERAL,PENGUIN RANDOM HOUSE,1.0
RESTO DE LATAM,2016,INGLÉS,ITALIANO,800 - LITERATURA Y RETÓRICA: GENERAL,V&R,1.0
RESTO DE LATAM,2016,INGLÉS,PORTUGUÉS,800 - LITERATURA Y RETÓRICA: GENERAL,EL ATENEO,1.0
RESTO DE LATAM,2016,INGLÉS,PORTUGUÉS,800 - LITERATURA Y RETÓRICA: GENERAL,PENGUIN RANDOM HOUSE,3.0
RESTO DE LATAM,2016,INGLÉS,PORTUGUÉS,800 - LITERATURA Y RETÓRICA: GENERAL,UTOPIA EDITORIAL,1.0
RESTO DE LATAM,2016,INGLÉS,PORTUGUÉS,800 - LITERATURA Y RETÓRICA: GENERAL,V&R,2.0
RESTO DE LATAM,2016,INGLÉS,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,!ACHIS!,2.0
RESTO DE LATAM,2016,INGLÉS,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,ALCION EDITORA,1.0
RESTO DE LATAM,2016,INGLÉS,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,BLATT & RIOS,1.0
RESTO DE LATAM,2016,INGLÉS,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,CYPRES,4.0
RESTO DE LATAM,2016,INGLÉS,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,DEL NUEVO EXTREMO,2.0
RESTO DE LATAM,2016,INGLÉS,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,EDICIONES B,5.0
RESTO DE LATAM,2016,INGLÉS,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,EL ATENEO,1.0
RESTO DE LATAM,2016,INGLÉS,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,EL CUENCO DE PLATA,1.0
RESTO DE LATAM,2016,INGLÉS,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,ETERNA CADENCIA,1.0
RESTO DE LATAM,2016,INGLÉS,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,FONDO DE CULTURA ECONOMICA MEXICO,1.0
RESTO DE LATAM,2016,INGLÉS,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,GRUPO PLANETA,5.0
RESTO DE LATAM,2016,INGLÉS,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,GRUPO PRISA,1.0
RESTO DE LATAM,2016,INGLÉS,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,JAVIER VERGARA EDITOR,3.0
RESTO DE LATAM,2016,INGLÉS,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,LA EDITORIAL COMUN,2.0
RESTO DE LATAM,2016,INGLÉS,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,LOCO RABIA,1.0
RESTO DE LATAM,2016,INGLÉS,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,LOSADA,1.0
RESTO DE LATAM,2016,INGLÉS,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,NUMERAL,3.0
RESTO DE LATAM,2016,INGLÉS,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,PENGUIN RANDOM HOUSE,15.0
RESTO DE LATAM,2016,INGLÉS,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,QUADRATA,1.0
RESTO DE LATAM,2016,INGLÉS,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,TRINIDAD INES GIACHINO,2.0
RESTO DE LATAM,2016,INGLÉS,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,UTOPIA EDITORIAL,2.0
RESTO DE LATAM,2016,INGLÉS,SIN IDENTIFICAR,800 - LITERATURA Y RETÓRICA: GENERAL,V&R,10.0
RESTO DE LATAM,2016,IRI,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,LEVIATAN,1.0
RESTO DE LATAM,2016,IRI,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,PENGUIN RANDOM HOUSE,1.0
RESTO DE LATAM,2016,ITALIANO,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,DE CIUTIIS EDICIONES,1.0
RESTO DE LATAM,2016,ITALIANO,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,DEL NUEVO EXTREMO,3.0
RESTO DE LATAM,2016,ITALIANO,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,EDICIONES ASSISI,1.0
RESTO DE LATAM,2016,ITALIANO,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCESCO TESTA,2.0
RESTO DE LATAM,2016,ITALIANO,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,LA BESTIA EQUILATERA,1.0
RESTO DE LATAM,2016,ITALIANO,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,MARMOL-IZQUIERDO EDITORES,1.0
RESTO DE LATAM,2016,ITALIANO,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,NAHUEL CERRUTTI CAROL EDITOR,1.0
RESTO DE LATAM,2016,ITALIANO,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,PENGUIN RANDOM HOUSE,2.0
RESTO DE LATAM,2016,ITALIANO,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,UNR EDITORA. EDITORIAL DE LA UNIVERSIDAD NACIONAL DE ROSARIO,1.0
RESTO DE LATAM,2016,ITALIANO,INGLÉS,800 - LITERATURA Y RETÓRICA: GENERAL,GRADIFCO,1.0
