PAIS,ANO,IDIOMA.ESTANDARIZADO.COMPLETO,SUBCATEGORIA.DEWEY,GRUPO_EDITORIAL_COMPLETO,CANTIDAD_REGISTROS
BRASIL,2018,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,RAFAEL DE ALMEIDA VIDAL MANGINI,1.0
BRASIL,2018,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,RENATO FERREIRA CARNEIRO,2.0
BRASIL,2018,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,SAMANTHA BUGLIONE,1.0
BRASIL,2018,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,SANTANDER CULTURAL,1.0
BRASIL,2018,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,SGUERRA DESIGN LTDA - ME,1.0
BRASIL,2018,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,THAIS MATARAZZO CANTERO 29570773880,2.0
BRASIL,2018,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,VENTO LESTE EDITORA E PUBLICACOES - EIRELI,1.0
BRASIL,2018,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,VERBIS EDITORA LTDA,1.0
BRASIL,2018,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,VIRTUALBOOKS EDITORA E LIVRARIA,1.0
BRASIL,2018,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,WALDINEIA DE OLIVEIRA GOMES 08195793606,1.0
BRASIL,2018,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,WALTER HIROKI ONO ME,1.0
BRASIL,2018,INGLÉS,870 - LITERATURAS LATINAS E ITALIANAS,BASTOS E IGLESIAS LTDA,2.0
BRASIL,2018,INGLÉS,890 - LITERATURAS DE OTRAS LENGUAS,CLARA ROSA CRUZ GOMES,3.0
BRASIL,2018,INGLÉS,890 - LITERATURAS DE OTRAS LENGUAS,DIENIFER LEITE,1.0
BRASIL,2018,INGLÉS,890 - LITERATURAS DE OTRAS LENGUAS,FABIO PAIVA REIS,2.0
BRASIL,2018,INGLÉS,890 - LITERATURAS DE OTRAS LENGUAS,J. C. MOROSI GRAFICA LTDA-EPP,1.0
BRASIL,2018,INGLÉS,890 - LITERATURAS DE OTRAS LENGUAS,LEONID STRELIAEV,1.0
BRASIL,2018,ITALIANO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ASSOCIACAO DE PROMOCAO HUMANA E RESGATE DA CIDADANIA,2.0
BRASIL,2018,ITALIANO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,JANNINI ROSA DA SILVA,1.0
BRASIL,2018,ITALIANO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,LUCAS DE LUCCA,1.0
BRASIL,2018,LIBRAS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TANIA PEROTTI,1.0
BRASIL,2018,MULTILINGÜE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,DANIEL REBOUCAS DA CRUZ,1.0
BRASIL,2018,MULTILINGÜE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA NOS LTDA.,1.0
BRASIL,2018,MULTILINGÜE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,FAC FORM IMPRESSOS LTDA,1.0
BRASIL,2018,MULTILINGÜE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,FLAVIA CHORNOBAI 05441371919,1.0
BRASIL,2018,MULTILINGÜE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,JANNINI ROSA DA SILVA,2.0
BRASIL,2018,MULTILINGÜE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ODISSEIA GRAFICA E EDITORA LTDA,1.0
BRASIL,2018,MULTILINGÜE,890 - LITERATURAS DE OTRAS LENGUAS,JOSE FLAVIO ILHA DE SOUA,1.0
BRASIL,2018,RUSO,890 - LITERATURAS DE OTRAS LENGUAS,INSTITUTO DA EVOLUCAO INDIVIDUAL SOLARIS LTDA,1.0
BRASIL,2019,ALEMÁN,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA PATUA,1.0
BRASIL,2019,ALEMÁN,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,FARREL KAUTELY DE SOUZA SANTOS,1.0
BRASIL,2019,ALEMÁN,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,LINEAR B GRAFICA E EDITORA LTDA-EPP,1.0
BRASIL,2019,ALEMÁN,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,V. DE MOURA MENDONCA - LIVROS ME,1.0
BRASIL,2019,ALEMÁN,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,YANA MARULL DREWS 22794002864,1.0
BRASIL,2019,CHINO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA CIA DO EBOOK LTDA,1.0
BRASIL,2019,ESPAÑOL,080 - COLECCIONES GENERALES,INSTITUTO PRESBITERIANO MACKENZIE,6.0
BRASIL,2019,ESPAÑOL,080 - COLECCIONES GENERALES,UNIPRO EDITORA LTDA,1.0
BRASIL,2019,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,ANA CAROLINA MARZZARI 03670209042,1.0
BRASIL,2019,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,ANGELICA RIZZI FIGUEIRO,1.0
BRASIL,2019,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,EMERITA ANDRADE RAMOS,1.0
BRASIL,2019,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,PAGINAS EDITORA LTDA - ME,1.0
BRASIL,2019,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,A2 COMUNICACAO E SERVICOS EDITORIAIS LTDA - ME,2.0
BRASIL,2019,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,AMAURI DA SILVA NOGUEIRA,1.0
BRASIL,2019,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,BUZZ EDITORA LTDA,1.0
BRASIL,2019,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA BONECKER LTDA - ME,1.0
BRASIL,2019,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA CIA DO EBOOK LTDA,1.0
BRASIL,2019,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA CIDADE VIVA LTDA-ME,1.0
BRASIL,2019,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA LETRAVIVA IMPORTADORA E DISTRIBUIDORA DE LIVROS LTDA,1.0
BRASIL,2019,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA PATUA,1.0
BRASIL,2019,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDUARDO GUILHERME DE CARVALHO 11683892836,1.0
BRASIL,2019,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,FARREL KAUTELY DE SOUZA SANTOS 11817473689,1.0
BRASIL,2019,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,FRASE E EFEITO ESTUDIO EDITORIAL LTDA,1.0
BRASIL,2019,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,IZABEL BATISTA MASCARENHAS DE SOUZA ME,1.0
BRASIL,2019,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,JOAO VANDERLEI DE MORAS JUNIOR 95726632591,1.0
BRASIL,2019,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,LITTERIS EDITORA,1.0
BRASIL,2019,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,LUIZA LEITE BRUNO LOBO,1.0
BRASIL,2019,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,MARIA ALICE ROCHA AMORIM 29006066400,1.0
BRASIL,2019,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,MPMP - -EDITORA ALTERNATIVA LTDA-ME,1.0
BRASIL,2019,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,O FIEL CARTEIRO EDITORA LTDA - ME,2.0
BRASIL,2019,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,P & A GRAFICA E EDITORA LTDA,1.0
BRASIL,2019,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ROSENEIA DO ROCIO PRESTES HAUER02571432974,1.0
BRASIL,2019,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,SARAU DAS LETRAS EDITORA,1.0
BRASIL,2019,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,SCORTECCI EDITORA,1.0
BRASIL,2019,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TATIELE DE SOUZA SILVA,1.0
BRASIL,2019,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TRAMPOLIM EDITORA E EVENTOS CULTURAIS EIRELLI - EPP,1.0
BRASIL,2019,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,YANA MARULL DREWS 22794002864,1.0
BRASIL,2019,ESPERANTO,800 - LITERATURA Y RETÓRICA: GENERAL,ASSOCIACAO PAULISTA DE ESPERANTO,3.0
BRASIL,2019,ESPERANTO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,IZABEL BATISTA MASCARENHAS DE SOUZA ME,1.0
BRASIL,2019,INGLÉS,080 - COLECCIONES GENERALES,ORDEM DO GRAAL NA TERRA,1.0
BRASIL,2019,INGLÉS,080 - COLECCIONES GENERALES,UNIPRO EDITORA LTDA,1.0
BRASIL,2019,INGLÉS,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORA LANDMARK LTDA,4.0
BRASIL,2019,INGLÉS,800 - LITERATURA Y RETÓRICA: GENERAL,ESTUDIO DA CAROCHINHA PRODUCAO EDITORIAL LTDA - EPP,5.0
BRASIL,2019,INGLÉS,800 - LITERATURA Y RETÓRICA: GENERAL,FERNANDO MIRAGE JARDIM VIEIRA,1.0
BRASIL,2019,INGLÉS,800 - LITERATURA Y RETÓRICA: GENERAL,FONOHOSP SERVICOS DE MEDICINA E FONOAUDIOLOGIA CLINICOS E HOSPITALARES LTDA - ME,1.0
BRASIL,2019,INGLÉS,800 - LITERATURA Y RETÓRICA: GENERAL,INDUSTRIA GRAFICA GR E EDITORA LTDA,2.0
BRASIL,2019,INGLÉS,800 - LITERATURA Y RETÓRICA: GENERAL,IZANDRA LOPES DO ESPIRITO SANTO 02292253224,1.0
BRASIL,2019,INGLÉS,800 - LITERATURA Y RETÓRICA: GENERAL,MARCIO CARVALHO DA SILVA 06087296638,2.0
BRASIL,2019,INGLÉS,800 - LITERATURA Y RETÓRICA: GENERAL,MUNICIPIO DE BELO HORIZONTE,2.0
BRASIL,2019,INGLÉS,800 - LITERATURA Y RETÓRICA: GENERAL,PAGINAS EDITORA LTDA - ME,2.0
BRASIL,2019,INGLÉS,800 - LITERATURA Y RETÓRICA: GENERAL,SCORTECCI EDITORA,1.0
BRASIL,2019,INGLÉS,800 - LITERATURA Y RETÓRICA: GENERAL,TELOS EDITORA LTDA-EPP,1.0
BRASIL,2019,INGLÉS,800 - LITERATURA Y RETÓRICA: GENERAL,WALTER  LUIZ JARDIM RODRIGUES,2.0
BRASIL,2019,INGLÉS,810 - LITERATURA AMERICANA EN INGLÉS,ALEXANDRE MAGNOS DE BRITO 70693706368,1.0
BRASIL,2019,INGLÉS,810 - LITERATURA AMERICANA EN INGLÉS,DANIELLA MONTEIRO FERNANDES GOMES 31551207893,1.0
BRASIL,2019,INGLÉS,810 - LITERATURA AMERICANA EN INGLÉS,EDITORA RADIO LONDRES LTDA,1.0
BRASIL,2019,INGLÉS,810 - LITERATURA AMERICANA EN INGLÉS,KELLY PATRICIA SOARES-ME,1.0
BRASIL,2019,INGLÉS,810 - LITERATURA AMERICANA EN INGLÉS,SEVEN IMPRESS GRAFICA E EDITORA LTDA,1.0
BRASIL,2019,INGLÉS,820 - LITERATURA INGLESA E INGLESA ANTIGUA,BLENDA ELIZABETH BORTOLINI BARROS,1.0
BRASIL,2019,INGLÉS,820 - LITERATURA INGLESA E INGLESA ANTIGUA,"PIXEL GRAFICA, EDITORA E PRODUTOS DIGITAIS EIRELI",9.0
BRASIL,2019,INGLÉS,820 - LITERATURA INGLESA E INGLESA ANTIGUA,ROSELIZANGELA DA CUNHA FREIRE,1.0
BRASIL,2019,INGLÉS,820 - LITERATURA INGLESA E INGLESA ANTIGUA,YANA MARULL DREWS 22794002864,1.0
BRASIL,2019,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,A2 COMUNICACAO E SERVICOS EDITORIAIS LTDA - ME,2.0
BRASIL,2019,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ADRIANA APARECIDA CARDOSO LINDOLFO,1.0
BRASIL,2019,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ADRIENI LATORRE REAL,2.0
BRASIL,2019,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ALAN TADEO CAMERA 27681284818,2.0
BRASIL,2019,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ALLIVIA ROUSE CARREGOSA RABBANI,2.0
BRASIL,2019,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,AMANDA SCOPEL,1.0
BRASIL,2019,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ANDRE GONCALVES LINO,1.0
BRASIL,2019,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CELSO MACEDO POSSAS JUNIOR,1.0
BRASIL,2019,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,COGITO EDITORA & COMUNICACAO LTDA,1.0
BRASIL,2019,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,COLLI BOOKS EDITORA E DISTRIBUIDORA DE LIVROS EIRELI,4.0
BRASIL,2019,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,DANIEL REBOUCAS DA CRUZ,1.0
BRASIL,2019,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,DAVID GONCALVES ME,1.0
BRASIL,2019,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,DOUGLAS FELIPE GREGORIO DA SILVA 36994708810,1.0
BRASIL,2019,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA CIA DO EBOOK LTDA,1.0
BRASIL,2019,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA ESTRONHO LTDA - ME,2.0
BRASIL,2019,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA ISIS LTDA,1.0
BRASIL,2019,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA LANDMARK LTDA,6.0
BRASIL,2019,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,HALLEY S/A GRAFICA E EDITORA,1.0
BRASIL,2019,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO RIO GRANDE DO SUL - CAMPUS CANOAS",1.0
BRASIL,2019,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,INVERSO - COMUNICACAO E MARKETING LTDA,1.0
BRASIL,2019,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,KJU´S TRANSLATIONS & INTERPRETING SERVICES,1.0
BRASIL,2019,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,LARA GIULIANA GOUVEIA SIMONETTI 74935240172,1.0
BRASIL,2019,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,LETRA E IMAGEM EDITORA E PRODUCOES LTDA,2.0
BRASIL,2019,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,LINALDO BEZERRA DO NASCIMENTO 69031207420,1.0
BRASIL,2019,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,LINEAR B GRAFICA E EDITORA LTDA-EPP,1.0
BRASIL,2019,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,LUIZA LEITE BRUNO LOBO,1.0
BRASIL,2019,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,M M DE MORAES - SERVICOS,2.0
BRASIL,2019,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,MARCIO CARVALHO DA SILVA 06087296638,1.0
BRASIL,2019,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,NANCI PENNA 06897163899,1.0
BRASIL,2019,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,NOVO SECULO EDITORA,1.0
BRASIL,2019,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PAMARA ASSESSORIA COMERCIAL LTDA,1.0
BRASIL,2019,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,"PIXEL GRAFICA, EDITORA E PRODUTOS DIGITAIS EIRELI",1.0
BRASIL,2019,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,RG EDITORES LTDA,1.0
BRASIL,2019,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ROSENEIA DO ROCIO PRESTES HAUER02571432974,1.0
BRASIL,2019,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TRAMPOLIM EDITORA E EVENTOS CULTURAIS EIRELLI - EPP,1.0
BRASIL,2019,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,VISEU,2.0
BRASIL,2019,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,WALDINEIA DE OLIVEIRA GOMES 08195793606,1.0
BRASIL,2019,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,WILSON QUEIROZ PACHECO,1.0
BRASIL,2019,INGLÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,WILSON VIEIRA DE BRITO,1.0
BRASIL,2019,INGLÉS,870 - LITERATURAS LATINAS E ITALIANAS,BASTOS E IGLESIAS LTDA,1.0
BRASIL,2019,INGLÉS,890 - LITERATURAS DE OTRAS LENGUAS,MIRIAM TERESINHA 10790845091,1.0
BRASIL,2019,ITALIANO,800 - LITERATURA Y RETÓRICA: GENERAL,RAFAEL ZAMPERETTI COPETTI EDITOR LTDA,1.0
BRASIL,2019,ITALIANO,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",RG EDITORES LTDA,1.0
BRASIL,2019,ITALIANO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ARTEMIZA MARIA CORREIA DA SILVA,1.0
BRASIL,2019,ITALIANO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ASSOCIACAO DE PROMOCAO HUMANA E RESGATE DA CIDADANIA,1.0
BRASIL,2019,LINGUAS INDIGENAS DA AMERICA DO SULGRU,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,SONYELLEN FONSECA FERREIRA 95090002215,1.0
BRASIL,2019,MULTILINGÜE,080 - COLECCIONES GENERALES,UNIPRO EDITORA LTDA,1.0
BRASIL,2019,MULTILINGÜE,800 - LITERATURA Y RETÓRICA: GENERAL,JANNINI ROSA DA SILVA,1.0
BRASIL,2019,MULTILINGÜE,800 - LITERATURA Y RETÓRICA: GENERAL,MIRIAM TERESINHA 10790845091,1.0
BRASIL,2019,MULTILINGÜE,800 - LITERATURA Y RETÓRICA: GENERAL,PAGINAS EDITORA LTDA - ME,1.0
BRASIL,2019,MULTILINGÜE,800 - LITERATURA Y RETÓRICA: GENERAL,TERRITORIODAS ARTES E DESIGN LTDA,1.0
BRASIL,2019,MULTILINGÜE,840 - LITERATURA DE LAS LENGUAS ROMANCES,JANNINI ROSA DA SILVA,1.0
BRASIL,2019,MULTILINGÜE,840 - LITERATURA DE LAS LENGUAS ROMANCES,JOSE ROBERTO FONTENELE RIBEIRO JUNIOR - ME,1.0
BRASIL,2019,MULTILINGÜE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,BLENDA ELIZABETH BORTOLINI BARROS,1.0
BRASIL,2019,MULTILINGÜE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,COLLI BOOKS EDITORA E DISTRIBUIDORA DE LIVROS EIRELI,1.0
BRASIL,2019,MULTILINGÜE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA E GRAFICA DIGITAL COSTA E BARROS LTDA,1.0
BRASIL,2019,MULTILINGÜE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,G. BARBOSA FELICISSIMO PEREIRA - ME,2.0
BRASIL,2019,MULTILINGÜE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,INVERSO - COMUNICACAO E MARKETING LTDA,1.0
BRASIL,2019,MULTILINGÜE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,JANNINI ROSA DA SILVA,1.0
BRASIL,2019,MULTILINGÜE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,JOSE EVILBERTO REBOUCAS,1.0
BRASIL,2019,MULTILINGÜE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,WILSON VIEIRA DE BRITO,1.0
BRASIL,2019,NEERLANDÉS,890 - LITERATURAS DE OTRAS LENGUAS,ZOUK EDITORA E DISTRIBUIDORA LTDA.,1.0
BRASIL,2019,PORTUGUÉS,080 - COLECCIONES GENERALES,GRUPO PANINI,6.0
BRASIL,2019,PORTUGUÉS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GRAFICA E EDITORA ADONIS LTDA,1.0
BRASIL,2021,ALEMÁN,080 - COLECCIONES GENERALES,ORDEM DO GRAAL NA TERRA,1.0
BRASIL,2021,ALEMÁN,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA INVERSO,1.0
BRASIL,2021,ALEMÁN,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ORDEM DO GRAAL NA TERRA,2.0
BRASIL,2021,ALEMÁN,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,SONIA CRISTINA DE ABREU PESTANA,2.0
BRASIL,2021,ALEMÁN,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TESSERACTUM EDITORIAL,1.0
BRASIL,2021,CHECO,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,CLASS COMERCIO DE MOVEIS LTDA - ME,1.0
BRASIL,2021,ESPAÑOL,080 - COLECCIONES GENERALES,FALCONI EDITORA,3.0
BRASIL,2021,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,ANA JULIA DE SOUZA MICADEI,1.0
BRASIL,2021,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORA LIRE,3.0
BRASIL,2021,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORA ROCCO,1.0
BRASIL,2021,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,ORDEM DO GRAAL NA TERRA,1.0
BRASIL,2021,ESPAÑOL,800 - LITERATURA Y RETÓRICA: GENERAL,ZMF EDITORA,1.0
BRASIL,2021,ESPAÑOL,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",BIBLIOTECA ALTA CULTURA,1.0
BRASIL,2021,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA ASTROLABIO LTDA,1.0
BRASIL,2021,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA PE DE JAMBO,1.0
BRASIL,2021,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,INSTITUTO MOJO,1.0
BRASIL,2021,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,LUCGRAF,1.0
BRASIL,2021,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,NOVA FRONTEIRA,1.0
BRASIL,2021,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PEDRO MENEZES COUTO DE OLIVEIRA,1.0
BRASIL,2021,ESPAÑOL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,VENETA,1.0
BRASIL,2021,ESPAÑOL,890 - LITERATURAS DE OTRAS LENGUAS,BIBLIOTECA AZUL,1.0
BRASIL,2021,ESPAÑOL,890 - LITERATURAS DE OTRAS LENGUAS,COMPANHIA DAS LETRAS,1.0
BRASIL,2021,ESPAÑOL,890 - LITERATURAS DE OTRAS LENGUAS,GRUPO PLANETA,2.0
BRASIL,2021,FRANCÉS,800 - LITERATURA Y RETÓRICA: GENERAL,CHRISTIANE COUVE DE MURVILLE,2.0
BRASIL,2021,GALLEGO,810 - LITERATURA AMERICANA EN INGLÉS,EDITORA ARQUEIRO LTDA,1.0
BRASIL,2021,GALLEGO,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PLATAFORMA21,2.0
BRASIL,2021,HÚNGARO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,FLAVIA FRAZAO,1.0
BRASIL,2021,INDONESIO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PEDRO MENEZES COUTO DE OLIVEIRA,2.0
BRASIL,2021,INGLÉS,080 - COLECCIONES GENERALES,BURO DE JOGOS DO BRASIL EDITORA LTDA,2.0
BRASIL,2021,INGLÉS,800 - LITERATURA Y RETÓRICA: GENERAL,ALT,1.0
BRASIL,2021,INGLÉS,800 - LITERATURA Y RETÓRICA: GENERAL,BURO DE JOGOS DO BRASIL EDITORA LTDA,1.0
BRASIL,2021,INGLÉS,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORA INTRINSECA,2.0
BRASIL,2021,INGLÉS,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORA MELHORAMENTOS,2.0
BRASIL,2021,INGLÉS,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORA ROCCO,1.0
BRASIL,2021,INGLÉS,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORA TABLA,1.0
BRASIL,2021,INGLÉS,800 - LITERATURA Y RETÓRICA: GENERAL,FUNDACAO DO CAMINHO,1.0
BRASIL,2021,INGLÉS,800 - LITERATURA Y RETÓRICA: GENERAL,HARLEQUIN,1.0
BRASIL,2021,INGLÉS,800 - LITERATURA Y RETÓRICA: GENERAL,INSTITUTO MARCOS DANIEL,3.0
BRASIL,2021,INGLÉS,800 - LITERATURA Y RETÓRICA: GENERAL,MELOPSITTACUS,1.0
BRASIL,2021,INGLÉS,800 - LITERATURA Y RETÓRICA: GENERAL,MIRIAM OKUNO GOMES,1.0
BRASIL,2021,INGLÉS,800 - LITERATURA Y RETÓRICA: GENERAL,NATASHA MUNHOES CORREA,1.0
BRASIL,2021,INGLÉS,800 - LITERATURA Y RETÓRICA: GENERAL,PE DA LETRA,4.0
BRASIL,2021,INGLÉS,800 - LITERATURA Y RETÓRICA: GENERAL,RAFAELA DOS SANTOS SENA LIMA,2.0
BRASIL,2021,INGLÉS,800 - LITERATURA Y RETÓRICA: GENERAL,UBOOK EDITORA,13.0
BRASIL,2021,INGLÉS,810 - LITERATURA AMERICANA EN INGLÉS,BIBLIOTECA ALTA CULTURA,1.0
